id,name,category,address,latitude,longitude,description,tags,url,phone,email,logo,linkedin,twitter,youtube,facebook,year
17,Marmariç Ekolojik Yaşamı Destekleme Derneği,STK,"Bayındır, Dernekli Köyü İç Yolu, 35840, İzmir, Türkiye",38.25983513672843,27.525830550634737,"Nasıl bir araya geldik?
1999 yılında Doğal Hayatı Koruma Derneği/Vakfı bünyesinde ve Viktor Ananias danışmanlığında Beyoğlu’da açılan Nuh’un Ambarı Ekolojik Ürünler Dükkanı ve Vejetaryen Restoran zamanla bir grup insanı bir araya getiren bir odak haline geldi. Bu kişiler daha sonra Kuzguncuk Evi’ne hayat verdiler. Bu ortaklaşa yaşam deneyimi, 2003 yılında başka arkadaşların da katılımıyla İzmir’in Bayındır İlçesine bağlı Dernekli köyünün terk edilmiş Marmariç (Mersinli) mevkiine taşındı.

Kimler var?
İbrahim Murat Akhuy, Ümit Kılıçgedik, Erkan Buğday, Füsun Köksal, Selen Akhuy, Yasin Sancak, Mete Hacaloğlu, Pınar Anıl Hacaloğlu, Mustafa Fatih Bakır, Saydam Beyazıt, Lale Pelin Beyazıt, Hayrettin Çağrı Gürbüz, Fahri Ulus Atayurt, Yalkın Yanık

daha da bir sürü dost ve destekçimiz var…

Amacımız ne? Ne yapıyoruz? Nasıl yapıyoruz?
Bizi bir araya getiren amaç, kırda ortaklaşa bir yaşam kurmaktı. Bir yandan yaşamın getirdikleri, bir yandan da kendi tercihlerimizle yoğrulup gidiyoruz.
Kendimizi tarif ederken kelimelere pek güvenmiyoruz, çok farklı yerlere giden çok farklı hayallerin aynı sözcükler kullanılarak tanımlanmaya çalışılabildiğinin farkındayız.
Bir şeyin en doğru, tek doğru, olduğunu savlamıyoruz. Bütün bunlar bizi birleştiren bir yolun olmadığı anlamına gelmiyor. Tercihlerimiz var.
Yaşarken ve yaparken öğreniyoruz. Değişiyoruz.","permakültür, doğa, eğitim, ekolojik yaşam, kırsal yaşam, dernek",http://www.ekoharita.com/project/marmaric-ekolojik-yasami-destekleme-dernegi/,"",info@marmaric.org,https://d12oh4b377r949.cloudfront.net/places/3b6f7619-fb02-487a-b2a7-51deb0e9c4d5/b7cc0a2b-d94c-4650-bc08-a6cc366650ab_logo,"",http://www.ekoharita.com/project/marmaric-ekolojik-yasami-destekleme-dernegi/,"",http://www.ekoharita.com/project/marmaric-ekolojik-yasami-destekleme-dernegi/,2005
18,İTÜ Permakültür Kulübü,Kolektif & İnisiyatif,"İstanbul Teknik Üniversitesi, Sarıyer, Türkiye",41.105594,29.02534000000003,"Permakültür Kulübü'nün kurulma amacı İTÜ bünyesinde permakültür bilincini yaymak olup, meraklısına gerekli teorik ve uygulamalı eğitimi sağlamaktır.","kolektif, permakültür, teorik eğitim, uygulamalı eğitim, İTÜ, Maslak",http://www.ekoharita.com/project/itu-permakultur-kulubu/,"",itupermakulturkulubu@gmail.com,https://d12oh4b377r949.cloudfront.net/places/3daa670a-e9a9-40a7-9920-a6d29aceab09/f8db8dcf-27f2-4c02-94be-6b54cdbe1daa_logo,"",http://www.ekoharita.com/project/itu-permakultur-kulubu/,"",http://www.ekoharita.com/project/itu-permakultur-kulubu/,2015
19,Küçükçekmece Ekolojik Pazarı,Ekolojik Pazar & Gıda Topluluğu,"Atakent, Küçükçekmece, Kent Blv., 34307, İstanbul, Türkiye",41.05514205216918,28.79101581370014,Her Pazar 10:00 - 19:00 saatleri arasında Arenapark'ta kurulan %100 ekolojik pazar ekolojik ürünleri toplumun geneli için ulaşılabilir kılıyor.,"ekolojik pazar, organik, küçükçekmece, ekolojik, gıda, buğday derneği",http://www.ekoharita.com/project/kucukcekmece-ekolojik-pazari/,+90 (216) 349 99 33,"",https://d12oh4b377r949.cloudfront.net/places/3f612071-37dc-48d2-aa79-d2c4b3e8330c/5096b379-9ac3-44d4-b42e-82096bf064e3_logo,"","","",https://www.facebook.com/groups/114674690694/?fref=ts,2015
20,Kadıköy Tüketim Kooperatifi,Ekolojik Pazar & Gıda Topluluğu,"Caferağa Mahallesi, Hacı Ahmet Bey Sokak, Kadıköy/İstanbul, Türkiye",40.986196995434454,29.029825947885115,"2014 başından beri,İstanbul'da yaşayan ve doğal ürünlere aracısız ulaşmayı hedef alan tüketicilerin oluşturduğu kooperatiftir.","doğal ürün, kooperatif, kadıköy, Topluluk Destekli Tarım(TDT)",http://www.ekoharita.com/project/kadikoy-tuketim-kooperatifi-girisimi/,"","",https://d12oh4b377r949.cloudfront.net/places/4e25e9d1-07ac-483c-aa93-0fe204ac8fe1/ee60cf7d-87a6-4b3f-8c74-2ffedcb6a56a_logo,"",http://www.ekoharita.com/project/kadikoy-tuketim-kooperatifi-girisimi/,"",http://www.ekoharita.com/project/kadikoy-tuketim-kooperatifi-girisimi/,2014
21,İnce Elek,Ekolojik Pazar & Gıda Topluluğu,"35430 Urla, İzmir, Türkiye",38.324972,26.766809999999964,"Canlıların hava, su ve topraktaki yaşam hakkını elimizden geldiğince gözeterek ve olabildiğince/öğrendiğimizce geleneksel yöntemlerle ürettiğimiz ürünleri, bu yöntemi izleyen küçük aile çiftçisi üretici dostlarımızın ürünlerini modern yöntemlerle, adil ve etik ticaret kurallarını gözeterek ve ""İnce Elek""ten geçirerek ahenk, huzur ve sükunet içinde sizlere ulaştırmaya niyet ettik..","topluluk destekli tarım, bal, pekmez, gıda",http://www.ekoharita.com/project/ince-elek/,"",bilgi@inceelek.com,https://d12oh4b377r949.cloudfront.net/places/5000b626-622f-4560-9f8f-001eb158dc78/63e664b3-dd37-4bee-9bbb-3fe71642425a_logo,"","","",http://www.ekoharita.com/project/ince-elek/,2015
22,Seferihisar Doğa Okulu,STK,Orhanlı Köyü/Seferihisar/İzmirTürkiye,38.16637688478664,26.950429517135603,"Doğa Okulu, kendini kaybedercesine büyüme kodlarıyla hareket eden egemen kültür ve düşünce biçimleri yerine, binlerce yıldır doğayla uyumun sırlarını taşıyan eski veya yaşayan kültürleri öğrenmeye, işitmeye, söylemeye, anımsamaya ve yaşamaya çabalar. Büyük merkezlerden yayılan egemen kültürün, gezegeni yok eden eğlence ve bilgilenme yöntemlerine karşı; yaşamın doğal sevinç kaynaklarına yönelir ve doğa kültürünü öğrenir, yaşar, yayar.

’Doğa Okulu Araştırma Binası’nı ziyaret etmeyi planlıyorsanız 0554 315 1117’den Kemal Kolçak’a ulaşabilirsiniz. ’’","Seferihisar, doğa aşkına, tohum, kuş, ağaç, yamaklık kursları, doğa",http://www.ekoharita.com/project/seferihisar-doga-okulu/,0554 315 1117,doga@dogaaskina.org,https://d12oh4b377r949.cloudfront.net/places/51aadbac-eaea-4b3c-8d5a-0d10d9c3dcc0/daa845ea-0b57-4106-8342-337f15432359_logo,"",http://www.ekoharita.com/project/seferihisar-doga-okulu/,http://www.ekoharita.com/project/seferihisar-doga-okulu/,http://www.ekoharita.com/project/seferihisar-doga-okulu/,2015
23,Zeytinburnu Tıbbi Bitkiler Bahçesi,Botanik Bahçe,"Seyitnizam, Zeytinburnu, Zeytinburnu Tıbbi Bitkiler Bahçesi İç Yolu, 34015 İstanbul, Türkiye",41.00868800000001,28.916290000000004,"Türkiye’nin tek tıbbi bitkiler bahçesidir. 14 dönümlük alanda kurulmuş, 2005 yılında açılmıştır. Zeytinburnu Belediyesi ile Merkezefendi Geleneksel Tıp Derneğinin yürüttükleri projedir.","bahçe, bitki, botanik, tıbbi, ziyaret, eğitim, araştırma",http://www.ekoharita.com/project/zeytinburnu-tibbi-bitkiler-bahcesi/,0212 6644155,bilgi@ztbb.org,https://d12oh4b377r949.cloudfront.net/places/54bdaf1c-c614-459f-8350-94bef38c9b6e/f9c2724b-755e-4d53-b9fb-6662699eeda9_logo,"",http://www.ekoharita.com/project/zeytinburnu-tibbi-bitkiler-bahcesi/,"",http://www.ekoharita.com/project/zeytinburnu-tibbi-bitkiler-bahcesi/,2005
24,Talas Ekolojik Pazarı,Ekolojik Pazar & Gıda Topluluğu,"Pazar 1. Sk. No:2
Yenidoğan
38280 Talas/Kayseri
Türkiye",38.69459353747744,35.54691330000003,"Pazarlara katılan üretici sayısının 46'ya,pazarda satışa sunulan ürün çeşidinin ise  40’a ulaştığı Kayseri'de,Talas Ekolojik Pazarı çarşamba günleri hizmet veriyor.","buğday derneği, ekolojik pazar, ekolojik, doğal ürün, temiz gıda",http://www.ekoharita.com/project/talas-ekolojik-pazari/,+90 (216) 349 99 33,portal@bugday.org,https://d12oh4b377r949.cloudfront.net/places/5c8f6cd1-e1b3-4768-a7a8-cb1e774d2215/5902bc9d-b493-4aea-a7d6-34da5019145b_logo,"","","",https://www.facebook.com/groups/114674690694/?fref=ts,2015
25,Tahtacıörencik Doğal Yaşam Kolektifi,Ekolojik Yerleşke,"Güdül, 06840 Tahtacıörencik Köyü, Ankara, Türkiye",40.28028814658796,32.14214321403199,"Tahtacıörencik Doğal Yaşam Kolektifi, Ankara’nın Güdül ilçesine bağlı Tahtacıörencik Köyü’nde doğal çevreyi, doğal yaşamı ve doğa-dostu üretim pratiklerini koruyup geliştirmeyi ve sürdürülebilir bir kırsal gelişimi amaçlayan bir oluşumdur.TADYA, köyün ekolojik gelişim planlarına ve köy halkının doğa-dostu geçim kaynaklarına katkı sağlamayı amaçlar ve bu amaç için topluluk-destekli üretimi teşvik eder.","kırsal gelişim, Topluluk Destekli Tarım(TDT), ekolojik, doğal yaşam, toprak, kolektif, doğal besin, bilinçli beslenme",http://www.ekoharita.com/project/tahtaciorencik-dogal-yasam-kolektifi/,"","",https://d12oh4b377r949.cloudfront.net/places/667387b4-bfba-4d1c-af49-a332dff7b06c/b088936f-d95f-4b3e-9cad-f7c08df614b0_logo,"","","",http://www.ekoharita.com/project/tahtaciorencik-dogal-yasam-kolektifi/,2015
26,Nezahat Gökyiğit Botanik Bahçesi,Botanik Bahçe,"Nezahat Gökyiğit Botanik Parkı, Çamlık, Ümraniye, 34774 İstanbul, Türkiye",40.995927,29.118033999999966,"Nezahat Gökyiğit Botanik Bahçesi (NGBB), Ali Nihat Gökyigit Vakfı’nın (ANG Vakfı) genelde biyolojik çeşitliliğin, özelde bitki çeşitliliğinin hayati önemi, korunması ve tanıtılması amacıyla gerçekleştirdiği toplumsal bir faaliyettir.","bahçe, botanik bahçe, botanik, bitki, eğitim, kurs, ziyaret, kitap",http://www.ekoharita.com/project/nezahat-gokyigit-botanik-bahcesi/,0216 456 44 37,info@ngbb.org.tr,"","",http://www.ekoharita.com/project/nezahat-gokyigit-botanik-bahcesi/,"",http://www.ekoharita.com/project/nezahat-gokyigit-botanik-bahcesi/,2015
27,Düşler Akademisi-Kaş,Alternatif Okul & Eğitim,"Ağullu Mahallesi, Çukurbağ Köyü, kaş",36.235253047719226,29.66447705089115,"Engellilik ve süreğen hastalıklar başta olmak üzere, gerekçesi ne olursa olsun toplumsal dışlanmayı yaşayan tüm birey ve guruplara alternatif, yenilikçi ve sürdürülebilir yöntemlerle ücretsiz olarak eğitim, üretim ve ortak yaşam hizmetleri sunan bir Köy Akademisidir.

Bir Alternatif Yaşam Merkezi olarak 4 ana konsepti aynı çatı altında birleştiren bir şemsiye örgütlenmedir.
1-Alternatif Kamp: Spor aracılığı ile toplumsal değişimin en önemli uygulama örneklerinden biri olarak, spor – eğitim – entegrasyon ve tatil kampçılığı hizmeti.
2-Düşler Akademisi: engelli bireylere her türlü sahne sanatları – plastik sanatlar ve görsel sanatlar eğitimlerinin ücretsiz olarak verilmesi. 
3-Sosyal Girişim Parkı: Toplumun sosyal sorunlarına yenilikçi çözümler üretmek amacı ile projeler geliştirip uygulayan toplum liderlerlerinin, sosyal girişimcilerin ve sivil insiyatiflerin üretim ve paylaşım alanı.
4-Ekolojik Yaşam: Kendine yeterlilik ve dogal yaşam döngüsünde tarımsal üretimin yapıldığı, 3,5 dönümlük arazide gıdadan enerjiye sürdürülebilirlik denemeleri.","akdeniz, Antalya, eğitim kampları, engelli, köy akademisi",http://www.ekoharita.com/project/dusler-akademisi-kas/,+90 (242) 839 50 80,info@duslerakademisi-kas.org,https://d12oh4b377r949.cloudfront.net/places/68b1b1a2-397d-40c3-b4d0-0c2337061cd2/38fe8e07-4328-494e-a3c2-f44cd1b555ea_logo,"",http://www.ekoharita.com/project/dusler-akademisi-kas/,"",http://www.ekoharita.com/project/dusler-akademisi-kas/,2013
28,Kır Çocukları,Ekolojik Yerleşke,"Güdül, 06840 Tahtacıörencik, Ankara, Türkiye",40.278434234441995,32.14358087806397,"Tahtacıörencik köyünde doğayla uyumlu yaşam ve üretim pratiklerini uygulamaya ve yaygınlaştırmaya çalışan bir grubuz. Küçük ölçekli aile çiftçiliği, doğal tarım, permakültür, doğa koruma, toplum destekli üretim, barışçıl iletişim, armağan ekonomisi gibi alanlarda tekrarlanabilir modeller oluşturmaya çalışıyoruz.","organik, ziyaret, doğal ürün, sipariş, topluluk destekli tarım, doğal tarım, permakültür, armağan ekonomisi",http://www.ekoharita.com/project/kir-cocuklari/,"",tadya@googlegroups.com,https://d12oh4b377r949.cloudfront.net/places/6bf1e5d1-0db5-4227-841a-886846867a5e/62706c58-eb79-47a9-8870-9e63ce0615c0_logo,"","","",http://www.ekoharita.com/project/kir-cocuklari/,2012
29,Kemerburgaz Organik Pazarı,Ekolojik Pazar & Gıda Topluluğu,"Eyüp, Selanik Blv., Mithatpaşa Mahallesi, Türkiye",41.15983589347612,28.910109199475073,"Kemerburgaz Organik Pazarı,her cuma saat 08:00 – 19:00 arasında Eyüp Belediyesi ve OYAD (Organik Yaşam Derneği) işbirliğinde hizmet veriyor.","oryad, kemerburgaz, ekolojik pazar, ekolojik, doğal ürün, gıda, organik",http://www.ekoharita.com/project/kemerburgaz-organik-pazari/,0542 679 23 10,info@oryad.org.tr,"","","","","",2015
